text,Username,Timestamp
RT @selzero: This is absolutely perfect. https://t.co/tacsps0NIv,PearRaider,Wed Jun 23 09:39:31 +0000 2021
"RT @mark_melbin: The media's obsession with spectacle over substance.
An essential 5 minutes of viewing. 

🔸#Trump
🔸#BorisJohnson
🔸#ScottyT…",fehowarth,Wed Jun 23 09:39:31 +0000 2021
DOL Withdraws Trump-Era Independent Contractor Rule https://t.co/PwAGPYcUKp | by @dickinsonwright,Legal_Alerts,Wed Jun 23 09:39:31 +0000 2021
RT @Rconstantino: 11:59 - Apoiadores de Trump invadiram o Capitólio e o ex-presidente é culpado por ter incentivado a marcha (apesar de ter…,carlos_galhego,Wed Jun 23 09:39:32 +0000 2021
"RT @peterdaou: How long before Dem leaders do this with Trump, Pence, Barr, Miller, etc? https://t.co/GceFhOHLbh",deaf258,Wed Jun 23 09:39:32 +0000 2021
"RT @pterodactyl1984: The enemy-within do not always win. They failed to stop Trump being elected 5yrs ago, they nearly failed this time, th…",GameliaTyburn,Wed Jun 23 09:39:32 +0000 2021
RT @iamcuriousblue: @jamiahx @JSebsRib @HeerJeet @CathyYoung63 @mattyglesias @jessesingal @thomaschattwill That's just some nonsense right…,TiboDMZ,Wed Jun 23 09:39:32 +0000 2021
"RT @EricBoehlert: 95% Dem support….higher than Trump’s GOP support

hey media, to the diners!!!! https://t.co/mWGlbhuSxv",JanMarvin13,Wed Jun 23 09:39:32 +0000 2021
"RT @tomiahonen: While we're on #MoscowMitch McConnell

The Teenage Mutant Mitch McTurtle will go down as the guy who made the worst politic…",jeeastwood63,Wed Jun 23 09:39:33 +0000 2021
"RT @RWPUSA: Ridiculous.
Trump incited insurrection on January 6 in his personal capacity at a campaign rally, not in an official speech as…",flajeffreyt,Wed Jun 23 09:39:33 +0000 2021
"@ProjectLincoln @TaraSetmayer @Acosta If 1/6 was some FBI false flag deep state event, why did Insurrectionists bra… https://t.co/lt4l5hdyw5",lovrain75,Wed Jun 23 09:39:34 +0000 2021
"@TheSizzleReport lord.... didn't most #Truckers support #Trump""",PinchandScrimp,Wed Jun 23 09:39:35 +0000 2021
RT @ProjectLincoln: Donald Trump: A man so small the size of his hands almost make sense. https://t.co/O0mWsOT5Ef,kevin22262,Wed Jun 23 09:39:35 +0000 2021
@cchukudebelu I'm not a Trump fan. But his reasons were valid. Nigeria met over 80% of his requirements before Biden reversed the ban.,ChiemekaNnorom1,Wed Jun 23 09:39:35 +0000 2021
@SauceEpice @GWDVL Donald Trump est un self made man et son succès t'emplit de jalousie sale gauchiste 😡,jeankhatre,Wed Jun 23 09:39:35 +0000 2021
RT @realTuckFrumper: Allen Weisselberg isn't the only Trump Org. executive being probed by the Manhattan DA: report https://t.co/jnIftut6rp,jenningsghv2,Wed Jun 23 09:39:36 +0000 2021
@JJCarafano you mean Donald Trump tweets,DavidFr44416363,Wed Jun 23 09:39:37 +0000 2021
"RT @richarddeitsch: This man once had control of the nuclear codes.

(Not Allan Smith).",chiaxiong,Wed Jun 23 09:39:38 +0000 2021
"RT @PoliticsInsider: Trump asked aides to look into whether the DOJ and FCC could investigate 'SNL' after it mocked him, report says https:…",Patrick29778469,Wed Jun 23 09:39:40 +0000 2021
"RT @Cernovich: New York City just selected an ex-police officer as mayor (the winner of Democratic primary is the winner of the race), and…",mbeard63,Wed Jun 23 09:39:40 +0000 2021
"During a debate of @PAGOP
effort to enact Jim Crow voting laws, ""House Speaker Bryan Cutler, R-Lancaster, ordered l… https://t.co/yJg3CPYU8a",DennisG_Shea,Wed Jun 23 09:39:40 +0000 2021
"@KingBobIIV @BBCHughPym He's got permission from @nickclegg , so it's OK to report on Ivermectin now. 
Facebook was… https://t.co/FpTdpvjUQR",OhThisBloodyPC,Wed Jun 23 09:39:41 +0000 2021
RT @LHatesYouALot: Breaking Exclusive: Leftist Actors Disguised Themselves &amp; Pretended to Work For Conservative News Outlets During January…,justjp5,Wed Jun 23 09:39:41 +0000 2021
"RT @PalmerReport: Donald Trump just released a statement attacking Alec Baldwin, in a reminder of how irrelevant Donald Trump has become.",LaWannish,Wed Jun 23 09:39:41 +0000 2021
"RT @B52Malmet: How many Americans would be alive today, how many businesses would be open, how many lives would not be deeply disrupted, ho…",wordsofreason_1,Wed Jun 23 09:39:41 +0000 2021
"RT @DucoeurThierry: @OffLalanne j'ai vu D. Trump, (qu'on l'aime ou pas c'était qd mm le président des USA) se faire suspendre son compte, d…",OlivierFraudeau,Wed Jun 23 09:39:43 +0000 2021
"RT @RepMattGaetz: Peter Daszak and Dr. Anthony Fauci are lying about the true origins of COVID-19. 

Not only did Google rely on Daszak to…",BobbyBouch5,Wed Jun 23 09:39:43 +0000 2021
"RT @TotalWorld1: 第45代トランプ大統領声明】トランプ氏、ジェイソン・ミラー氏に代わる新しいスポークスマン「リズ・ハリントン」を発表／リズ「国のために戦うトランプ氏を支援する準備が整った」
https://t.co/nDGQAEfJH0",akari0230aa,Wed Jun 23 09:39:44 +0000 2021
"RT @Angry_Staffer: It’s June 22, 2021, and Trump is still releasing batshit crazy faxes (since his unsuccessful blog was shut down - SAD!)…",RobertL_Watson,Wed Jun 23 09:39:46 +0000 2021
"RT @Littleb29872980: Trump Statement

""This means we (you!) won the Presidential Election in Georgia. But don’t fret, much other informatio…",Hersh61M,Wed Jun 23 09:39:46 +0000 2021
"RT @alfonslopeztena: Saudi operatives who killed Khashoggi received paramilitary training in US approved by Trump's State Dept, as they wer…",MBalmani82,Wed Jun 23 09:39:46 +0000 2021
Hey @BBCBreakfast @BBCNews @BBCNewsnight there's people on here doing all the investigative reporting that you shou… https://t.co/PJCKjirpMw,MalkyC01,Wed Jun 23 09:39:47 +0000 2021
"RT @DavidCornDC: More cancel culture.
https://t.co/6tqwyExYqP via @thedailybeast",chiaxiong,Wed Jun 23 09:39:48 +0000 2021
RT @MALight0010110: 😄👍,aurinkoinen_h,Wed Jun 23 09:39:48 +0000 2021
"RT @TeaPainUSA: Donald Trump is easily the world's worst human, but Mitch McConnell is runnin' tight in second.",Melbojudoka,Wed Jun 23 09:39:48 +0000 2021
RT @nothasghey: Lemme see…,gonz_ort,Wed Jun 23 09:39:50 +0000 2021
"RT @P8R1OT: 15,000 ballots (all for Trump) were found on a flash drive after first being rejected by voting software filters, you know, bec…",CaliforniaShthl,Wed Jun 23 09:39:50 +0000 2021
@austinramzy @nytimes This is what the GOP want to do in America under the dictator Trump,CarlStubbs15,Wed Jun 23 09:39:51 +0000 2021
"RT @realDailyWire: Trump Wins: Federal Judge Tosses Most Of BLM’s Claims Against President, Bill Barr, U.S. Officials Over Lafayette Park I…",DouglasMusielak,Wed Jun 23 09:39:51 +0000 2021
"@NimportN @DParoles @JeanMessiha Encore exact, Zemmour flatte des bas-instincts et est totalement islamophobe, homo… https://t.co/o62jjjCnnv",Luaula,Wed Jun 23 09:39:52 +0000 2021
"RT @thomasafine: @MuellerSheWrote It's simple math.  Outraged libs lead to clicks, which sells more ads.  With Trump out of office, the med…",1jasliz,Wed Jun 23 09:39:54 +0000 2021
